nivel_satisfacao,ultima_avaliacao,numero_projetos,media_horas_mensais,tempo_empresa,acidente_trabalho,saiu,promocao_ultimos_5anos,departamento,salario
0.9,0.67,5,214,5,0,0,0,gerenciamento,baixo
0.7,0.62,2,172,5,1,0,0,TI,alto
0.16,0.52,5,266,4,1,1,0,tecnico,medio
0.85,0.63,3,149,7,0,0,0,administrativo,baixo
0.82,0.63,6,171,5,0,0,0,TI,alto
0.18,0.68,3,276,4,0,1,0,RH,medio
0.36,0.54,3,263,5,0,1,0,marketing,baixo
0.28,0.63,4,267,3,1,1,0,tecnico,baixo
0.91,0.59,4,142,3,0,0,0,suporte,baixo
0.8,0.59,7,189,4,0,0,0,vendas,medio
0.67,0.63,3,177,5,0,0,0,tecnico,medio
0.32,0.63,6,241,3,0,1,0,marketing,baixo
0.31,0.61,3,220,2,0,1,0,financeiro,baixo
0.76,0.67,3,210,6,0,0,0,produto,baixo
0.9,0.51,3,216,6,0,0,0,suporte,baixo
0.72,0.65,3,237,5,0,0,0,vendas,medio
0.33,0.64,2,223,4,0,1,0,vendas,baixo
0.3,0.76,4,246,3,0,1,0,tecnico,medio
0.72,0.67,7,133,5,0,0,0,suporte,alto
0.44,0.52,5,166,6,1,0,0,TI,baixo
0.74,0.69,4,190,4,0,0,0,vendas,baixo
0.12,0.82,5,229,4,0,1,0,gerenciamento,baixo
0.23,0.68,4,223,3,0,1,0,tecnico,baixo
0.19,0.57,6,285,6,0,1,0,RH,medio
0.88,0.54,4,157,3,0,0,0,suporte,medio
0.76,0.52,2,205,2,0,0,0,vendas,medio
0.83,0.55,5,175,7,0,0,0,marketing,baixo
0.82,0.54,4,203,5,0,0,0,produto,baixo
0.18,0.64,3,280,4,0,1,0,suporte,baixo
0.36,0.48,3,233,3,0,1,0,suporte,medio
0.27,0.55,6,213,3,1,1,0,vendas,baixo
0.16,0.6,3,268,4,0,1,0,TI,medio
0.86,0.67,3,227,6,0,0,0,administrativo,medio
0.17,0.59,4,178,3,0,1,0,vendas,baixo
0.55,0.65,4,240,3,0,1,0,vendas,medio
0.24,0.73,3,224,4,0,1,0,financeiro,alto
0.88,0.49,4,233,3,0,0,0,tecnico,baixo
0.64,0.6,4,209,2,0,0,0,TI,baixo
0.67,0.66,4,218,3,0,0,0,suporte,baixo
0.09,0.75,4,216,4,0,1,0,suporte,medio
0.63,0.7,5,159,5,1,0,0,tecnico,baixo
0.75,0.63,3,201,3,0,0,0,tecnico,alto
0.87,0.74,4,173,5,0,0,0,vendas,medio
0.88,0.64,3,129,5,1,0,0,produto,medio
0.55,0.78,4,207,2,0,0,0,produto,baixo
0.67,0.75,4,126,5,0,0,0,TI,medio
0.72,0.61,5,185,5,0,0,0,TI,baixo
0.73,0.63,4,152,3,0,0,1,vendas,baixo
0.17,0.64,3,148,4,0,1,0,vendas,medio
0.79,0.64,6,221,5,0,0,0,RH,baixo
0.14,0.74,5,137,3,0,1,0,suporte,alto
0.77,0.64,4,190,5,0,0,0,tecnico,baixo
0.66,0.68,5,249,4,0,0,0,vendas,alto
0.29,0.47,4,310,2,0,1,0,vendas,medio
0.87,0.52,5,168,5,0,0,0,tecnico,medio
0.8,0.73,3,196,3,0,0,0,marketing,baixo
0.68,0.5,4,208,2,0,0,0,administrativo,medio
0.84,0.74,4,263,3,1,0,0,financeiro,medio
0.79,0.66,3,194,5,1,0,0,administrativo,medio
0.82,0.68,3,240,6,0,0,0,administrativo,baixo
0.8,0.76,3,149,3,0,0,0,suporte,baixo
0.88,0.64,5,180,2,0,0,0,vendas,baixo
0.64,0.56,4,157,3,1,0,0,marketing,baixo
0.69,0.58,4,183,4,1,0,0,vendas,baixo
0.72,0.6,3,160,5,0,0,0,vendas,medio
0.54,0.51,3,223,4,0,0,0,vendas,baixo
0.77,0.62,2,181,3,0,0,0,suporte,baixo
0.15,0.71,6,301,5,1,1,0,tecnico,alto
0.79,0.67,4,210,3,0,0,0,vendas,baixo
0.42,0.63,4,176,4,0,0,0,tecnico,medio
0.33,0.77,6,283,4,0,1,0,financeiro,medio
0.85,0.52,7,202,4,0,0,0,suporte,medio
0.65,0.76,4,198,3,0,0,0,financeiro,medio
0.1,0.72,2,243,3,0,1,0,vendas,medio
0.21,0.74,4,230,4,0,1,0,vendas,baixo
0.85,0.68,4,196,2,0,0,1,suporte,medio
0.38,0.55,5,183,4,0,1,0,suporte,medio
0.55,0.69,3,215,2,0,0,0,TI,baixo
0.87,0.74,4,170,4,1,0,0,marketing,baixo
0.64,0.5,2,142,4,0,0,0,marketing,medio
0.22,0.61,4,183,2,0,1,0,administrativo,medio
0.86,0.7,3,201,2,1,0,0,tecnico,baixo
0.7,0.83,6,189,2,0,0,0,vendas,alto
0.73,0.63,4,223,2,0,0,0,suporte,medio
0.66,0.63,6,229,6,0,0,0,vendas,alto
0.69,0.61,4,218,2,0,0,0,tecnico,alto
0.62,0.79,3,174,2,0,0,0,vendas,baixo
0.62,0.68,7,166,3,0,0,0,tecnico,medio
0.58,0.7,4,180,5,1,0,0,vendas,medio
0.8,0.71,3,222,4,0,0,0,vendas,medio
0.76,0.64,5,225,6,1,0,0,TI,medio
0.81,0.46,5,183,5,1,0,0,TI,baixo
0.79,0.55,4,236,3,0,0,0,produto,baixo
0.12,0.55,2,253,4,0,1,0,TI,baixo
0.62,0.55,4,257,4,0,0,0,vendas,medio
0.9,0.49,5,196,5,0,0,0,tecnico,medio
0.86,0.68,4,206,4,0,0,0,vendas,medio
0.85,0.6,3,237,4,0,0,0,RH,medio
0.8,0.59,3,246,6,0,0,0,produto,medio
0.84,0.72,4,207,6,0,0,0,vendas,baixo
0.93,0.65,5,192,5,0,0,0,tecnico,baixo
0.78,0.67,3,216,5,0,0,0,gerenciamento,baixo
0.8,0.78,3,243,2,1,0,0,suporte,medio
0.76,0.62,5,212,7,0,0,0,marketing,medio
0.74,0.61,5,179,6,0,0,1,vendas,baixo
0.92,0.81,4,157,5,0,0,0,vendas,baixo
0.87,0.6,5,124,3,0,0,0,marketing,medio
0.76,0.66,5,203,3,0,0,0,TI,medio
0.79,0.52,5,186,6,1,0,0,TI,medio
0.8,0.72,4,207,3,0,0,0,suporte,baixo
0.19,0.75,3,310,3,0,1,0,suporte,baixo
0.82,0.67,4,208,4,0,0,0,produto,medio
0.7,0.66,3,211,2,0,0,0,vendas,baixo
0.25,0.64,3,216,4,0,1,0,tecnico,baixo
0.38,0.68,2,299,4,0,1,0,financeiro,medio
0.56,0.58,4,210,5,0,0,0,tecnico,alto
0.57,0.7,6,215,7,0,0,0,suporte,medio
0.25,0.8,4,290,3,0,1,0,produto,medio
0.52,0.66,6,227,10,0,0,0,gerenciamento,baixo
0.78,0.56,3,232,7,1,0,0,tecnico,baixo
0.91,0.69,4,190,5,0,0,0,tecnico,baixo
0.74,0.56,7,230,4,0,0,0,RH,medio
0.89,0.79,3,202,7,0,0,1,marketing,baixo
0.73,0.63,4,159,4,0,0,0,produto,medio
0.79,0.77,7,275,4,0,0,0,suporte,baixo
0.8,0.67,3,260,2,0,0,0,tecnico,medio
0.52,0.55,3,237,3,0,0,1,TI,medio
0.84,0.66,3,217,2,0,0,0,financeiro,medio
0.86,0.73,3,165,5,1,0,0,financeiro,baixo
0.73,0.77,3,181,3,0,0,0,vendas,medio
0.19,0.85,3,258,2,0,1,0,tecnico,baixo
0.52,0.67,3,239,6,0,0,0,suporte,medio
0.5,0.59,3,230,5,0,0,0,gerenciamento,medio
0.77,0.61,3,217,5,1,0,0,TI,baixo
0.81,0.57,3,199,4,0,0,0,tecnico,medio
0.82,0.7,3,158,4,0,0,0,vendas,medio
0.71,0.75,3,191,3,0,0,0,suporte,medio
0.74,0.61,3,220,4,0,0,0,vendas,medio
0.78,0.52,4,237,2,0,0,0,RH,baixo
0.56,0.58,3,214,4,1,0,0,marketing,baixo
0.7,0.69,4,199,2,0,0,0,suporte,baixo
0.78,0.59,3,191,6,0,0,0,tecnico,alto
0.5,0.66,4,135,5,0,0,0,financeiro,baixo
0.74,0.8,2,226,4,0,0,0,tecnico,medio
0.25,0.76,2,249,5,0,1,0,vendas,medio
0.81,0.63,3,200,5,0,0,0,administrativo,medio
0.91,0.71,5,243,5,0,0,1,RH,baixo
0.09,0.68,3,248,8,0,1,0,RH,baixo
0.92,0.68,4,227,5,0,0,0,vendas,baixo
0.72,0.7,3,184,4,0,0,0,vendas,baixo
0.88,0.64,5,214,3,1,0,0,vendas,baixo
0.7,0.83,3,191,7,0,0,0,vendas,baixo
0.75,0.78,3,201,2,0,0,0,marketing,medio
0.71,0.72,4,205,4,0,0,0,vendas,baixo
0.94,0.73,4,171,3,0,0,0,produto,baixo
0.8,0.6,4,199,4,0,0,0,vendas,baixo
0.59,0.68,4,239,3,0,0,0,tecnico,baixo
0.64,0.57,3,226,4,1,0,0,gerenciamento,baixo
0.73,0.52,4,177,4,0,0,0,vendas,baixo
0.7,0.59,4,139,6,0,0,0,tecnico,medio
0.26,0.77,3,247,6,0,1,0,tecnico,baixo
0.79,0.59,4,175,5,0,0,0,vendas,alto
0.73,0.64,4,194,3,0,0,0,suporte,baixo
0.65,0.51,4,210,5,0,0,0,tecnico,alto
0.89,0.58,3,227,4,0,0,0,produto,medio
0.72,0.75,5,170,5,0,0,0,RH,medio
0.82,0.71,6,249,2,1,0,0,suporte,medio
0.68,0.6,4,134,6,0,0,0,vendas,baixo
0.83,0.58,3,175,3,1,0,0,TI,baixo
0.74,0.7,4,124,2,0,0,0,vendas,baixo
0.3,0.73,3,229,5,0,1,0,TI,baixo
0.86,0.59,3,228,5,0,0,0,TI,baixo
0.94,0.65,4,195,7,1,0,0,vendas,medio
0.65,0.71,6,209,4,1,0,0,RH,baixo
0.38,0.63,2,235,4,0,1,0,administrativo,baixo
0.64,0.62,6,171,5,0,0,0,RH,baixo
0.72,0.64,5,157,3,0,0,0,tecnico,medio
0.22,0.66,6,227,2,0,1,0,suporte,alto
0.28,0.63,5,223,3,0,1,0,administrativo,medio
0.25,0.73,3,308,7,0,1,0,tecnico,baixo
0.7,0.65,5,206,7,0,0,0,RH,baixo
0.6,0.6,4,224,3,0,0,1,vendas,medio
0.67,0.73,4,209,2,0,0,0,vendas,baixo
0.26,0.63,7,223,4,0,1,0,marketing,alto
0.86,0.83,4,157,6,0,0,0,marketing,baixo
0.82,0.54,4,221,6,0,0,0,marketing,baixo
0.71,0.82,3,139,7,1,0,0,administrativo,alto
0.3,0.7,3,229,3,0,1,0,vendas,alto
0.74,0.63,3,156,6,0,0,0,vendas,medio
0.88,0.57,3,230,3,0,0,0,financeiro,baixo
0.81,0.74,3,267,2,0,0,0,vendas,medio
0.55,0.76,6,173,2,0,0,1,TI,baixo
0.89,0.63,4,268,3,1,0,0,suporte,baixo
0.89,0.76,3,121,4,0,0,1,vendas,baixo
0.72,0.62,6,248,4,0,0,0,tecnico,medio
0.75,0.68,3,148,3,0,0,0,suporte,medio
0.89,0.72,4,204,10,0,0,0,RH,baixo
0.76,0.52,3,233,8,0,0,0,produto,alto
0.8,0.74,3,157,6,0,0,0,TI,baixo
0.58,0.54,7,172,6,0,0,0,suporte,baixo
0.81,0.74,4,195,3,0,0,0,tecnico,medio
0.82,0.46,3,241,3,0,0,0,vendas,medio
0.9,0.76,4,265,4,0,0,0,tecnico,alto
0.65,0.46,3,248,4,0,0,0,vendas,medio
0.49,0.55,5,308,5,0,1,0,vendas,baixo
0.75,0.62,3,159,5,0,0,0,tecnico,alto
0.46,0.58,4,230,5,0,1,0,tecnico,medio
0.76,0.76,4,236,6,1,0,0,vendas,baixo
0.75,0.56,4,254,3,1,0,0,suporte,medio
0.87,0.59,3,248,7,0,0,0,suporte,medio
0.81,0.7,5,231,5,0,0,0,vendas,baixo
0.8,0.62,5,179,4,0,0,0,administrativo,alto
0.79,0.66,5,162,4,0,0,0,vendas,baixo
0.71,0.77,3,205,4,0,0,0,RH,medio
0.13,0.64,3,296,5,0,1,0,vendas,baixo
0.28,0.69,6,232,4,0,1,0,financeiro,medio
0.28,0.8,3,225,4,0,1,0,vendas,medio
0.74,0.53,3,156,5,0,0,0,marketing,baixo
0.85,0.5,3,233,3,0,0,0,tecnico,baixo
0.14,0.68,4,207,4,0,1,0,produto,alto
0.78,0.51,3,213,3,1,0,0,tecnico,medio
0.68,0.75,4,221,6,0,0,0,vendas,medio
0.86,0.65,4,176,5,0,0,0,marketing,baixo
0.6,0.66,3,153,2,0,0,0,vendas,baixo
0.56,0.74,2,201,4,0,1,0,administrativo,medio
0.78,0.51,3,205,3,0,0,0,vendas,medio
0.09,0.61,3,277,3,0,1,0,suporte,baixo
0.78,0.68,5,238,3,0,0,0,produto,medio
0.6,0.75,7,202,5,0,0,0,tecnico,baixo
0.88,0.62,4,245,2,1,0,0,vendas,baixo
0.18,0.71,2,274,3,0,1,0,marketing,medio
0.6,0.67,3,252,3,0,0,0,marketing,baixo
0.84,0.56,4,171,2,0,0,0,administrativo,baixo
0.9,0.54,3,165,2,0,0,0,tecnico,medio
0.09,0.68,4,201,5,0,1,0,suporte,medio
0.62,0.68,4,156,2,0,0,0,tecnico,medio
0.14,0.59,5,247,3,0,1,0,vendas,medio
0.52,0.64,4,122,8,0,0,0,marketing,medio
0.58,0.57,4,210,2,0,0,0,tecnico,baixo
0.79,0.67,4,259,4,1,0,0,tecnico,baixo
0.62,0.68,3,247,3,0,0,0,tecnico,medio
0.85,0.62,4,236,3,0,0,0,produto,baixo
0.84,0.52,3,164,7,0,0,0,administrativo,medio
0.66,0.57,4,230,5,0,0,0,TI,medio
0.28,0.75,4,294,3,0,1,0,suporte,baixo
0.6,0.65,5,174,8,0,0,0,marketing,medio
0.74,0.56,5,209,5,0,0,0,TI,alto
0.21,0.59,5,203,6,0,1,0,vendas,baixo
0.77,0.73,5,161,6,0,0,0,vendas,baixo
0.64,0.64,3,249,5,0,0,0,vendas,medio
0.34,0.56,6,229,3,0,1,0,tecnico,baixo
0.9,0.57,3,251,2,1,0,0,RH,baixo
0.84,0.49,3,161,5,0,0,0,tecnico,baixo
0.82,0.74,4,194,4,0,0,0,tecnico,baixo
0.12,0.59,7,207,3,0,1,0,administrativo,medio
0.46,0.65,3,260,2,0,0,0,RH,medio
0.75,0.62,4,227,7,0,0,0,TI,medio
0.1,0.65,3,262,2,0,1,0,vendas,medio
0.18,0.62,3,202,3,0,1,0,vendas,alto
0.89,0.71,3,282,3,0,0,0,vendas,baixo
0.79,0.67,5,187,3,0,0,0,vendas,baixo
0.73,0.66,4,222,5,0,0,0,tecnico,alto
0.85,0.75,4,230,5,0,0,0,suporte,baixo
0.77,0.64,6,183,5,0,0,0,vendas,medio
0.79,0.6,4,209,6,0,0,0,vendas,baixo
0.29,0.64,5,310,4,0,1,0,vendas,medio
0.28,0.66,2,218,3,1,1,1,TI,alto
0.6,0.65,3,235,2,0,0,0,TI,baixo
0.12,0.63,3,199,6,0,1,0,suporte,baixo
0.84,0.69,3,226,6,0,0,0,vendas,baixo
0.27,0.59,4,245,4,0,1,0,tecnico,medio
0.59,0.56,3,159,3,0,0,0,vendas,baixo
0.78,0.68,4,223,8,0,0,0,vendas,medio
0.11,0.46,4,225,8,0,1,0,financeiro,baixo
0.67,0.52,3,171,6,0,0,0,gerenciamento,baixo
0.88,0.56,2,198,5,0,0,0,TI,baixo
0.71,0.62,5,210,4,1,0,0,administrativo,medio
0.78,0.54,4,205,7,0,0,0,TI,baixo
0.89,0.53,4,162,5,0,0,0,vendas,medio
0.73,0.79,4,108,7,0,0,1,gerenciamento,medio
0.8,0.64,3,207,4,0,0,0,vendas,baixo
0.68,0.66,3,232,2,0,0,0,TI,baixo
0.84,0.66,4,144,6,0,0,0,vendas,medio
0.84,0.62,3,253,5,0,0,0,tecnico,baixo
0.17,0.91,6,253,4,0,1,0,TI,baixo
0.58,0.63,4,137,3,0,0,0,tecnico,medio
0.68,0.56,3,225,2,0,0,0,vendas,baixo
0.69,0.71,4,155,3,0,0,0,tecnico,baixo
0.31,0.79,5,242,6,0,1,0,tecnico,alto
0.9,0.7,5,175,3,1,0,0,gerenciamento,baixo
0.75,0.58,3,200,4,1,0,0,marketing,medio
0.81,0.61,6,228,6,0,0,0,tecnico,baixo
0.82,0.52,4,177,5,0,0,0,vendas,medio
0.69,0.71,3,252,4,0,0,0,RH,medio
0.28,0.7,5,305,4,0,1,0,vendas,baixo
0.27,0.61,4,218,3,0,1,0,vendas,medio
0.68,0.71,5,185,8,0,0,0,tecnico,medio
0.69,0.73,3,299,5,0,0,0,financeiro,baixo
0.3,0.51,2,277,4,0,1,0,vendas,medio
0.52,0.7,4,236,4,0,0,0,vendas,baixo
0.64,0.54,3,232,8,0,0,0,suporte,medio
0.89,0.78,5,270,2,0,0,0,vendas,medio
0.83,0.75,6,181,5,0,0,0,suporte,baixo
0.58,0.62,6,205,5,0,0,0,tecnico,baixo
0.8,0.79,5,187,4,0,0,0,tecnico,baixo
0.23,0.67,7,258,4,0,1,0,vendas,alto
0.2,0.67,2,224,3,0,1,0,vendas,baixo
0.79,0.59,4,198,4,0,0,0,RH,medio
0.78,0.74,4,221,2,0,0,0,financeiro,baixo
0.24,0.61,7,206,3,0,1,0,vendas,medio
0.26,0.76,3,258,3,0,1,0,vendas,medio
0.73,0.8,3,298,4,0,0,0,vendas,medio
0.19,0.74,4,273,4,0,1,0,TI,medio
0.29,0.48,4,246,4,0,1,0,produto,baixo
0.88,0.61,4,168,2,1,0,0,tecnico,baixo
0.66,0.69,4,230,3,0,0,0,TI,alto
0.9,0.62,6,226,6,0,0,0,produto,baixo
0.45,0.55,5,234,7,1,0,0,administrativo,medio
0.77,0.64,5,191,4,1,0,0,vendas,medio
0.42,0.6,4,239,2,0,1,0,vendas,medio
0.82,0.54,3,249,3,0,0,0,vendas,baixo
0.73,0.75,4,214,6,0,0,0,financeiro,baixo
0.83,0.64,5,226,4,1,0,0,marketing,medio
0.88,0.6,4,196,2,0,0,0,suporte,baixo
0.21,0.58,7,292,4,0,1,0,vendas,medio
0.76,0.6,4,202,4,0,0,0,vendas,medio
0.52,0.68,3,185,5,0,0,0,tecnico,baixo
0.87,0.61,3,204,4,0,0,0,suporte,baixo
0.6,0.74,4,212,6,0,0,0,vendas,alto
0.91,0.74,5,228,2,0,0,0,vendas,medio
0.75,0.68,3,199,7,0,0,0,produto,medio
0.89,0.81,3,153,4,0,0,0,tecnico,alto
0.36,0.69,3,187,4,0,0,0,tecnico,medio
0.64,0.59,3,223,3,1,0,0,vendas,alto
0.95,0.59,5,172,4,0,0,0,marketing,baixo
0.43,0.6,4,275,4,0,1,0,suporte,medio
0.82,0.55,7,212,5,0,0,0,financeiro,baixo
0.76,0.65,4,229,4,0,0,0,suporte,medio
0.83,0.58,4,207,6,0,0,0,administrativo,medio
0.58,0.57,4,227,4,0,0,0,financeiro,baixo
0.89,0.72,5,272,6,0,0,0,suporte,baixo
0.89,0.77,3,171,5,0,0,0,administrativo,medio
0.21,0.61,3,254,3,0,1,0,tecnico,baixo
0.63,0.56,2,167,3,0,0,0,tecnico,medio
0.69,0.65,5,237,5,1,0,1,vendas,baixo
0.79,0.6,4,239,6,0,0,0,suporte,medio
0.29,0.75,2,227,4,0,1,0,produto,baixo
0.85,0.63,7,248,3,0,0,0,marketing,medio
0.74,0.63,5,228,4,1,0,0,vendas,baixo
0.75,0.69,3,251,2,1,0,0,tecnico,baixo
0.53,0.54,3,227,4,0,0,0,vendas,baixo
0.84,0.72,7,194,3,0,0,0,TI,baixo
0.09,0.72,5,229,4,0,1,0,vendas,baixo
0.8,0.6,6,224,4,0,0,0,financeiro,medio
0.77,0.69,7,229,3,0,0,0,vendas,baixo
0.79,0.6,6,167,5,0,0,0,tecnico,medio
0.92,0.61,4,179,4,0,0,0,RH,baixo
0.74,0.67,6,170,4,1,0,0,tecnico,medio
0.71,0.5,4,165,7,0,0,0,vendas,baixo
0.18,0.7,6,274,4,0,1,0,suporte,medio
0.73,0.72,5,209,4,0,0,0,vendas,medio
0.76,0.55,5,172,4,0,0,0,gerenciamento,baixo
0.76,0.7,3,173,5,1,0,0,suporte,baixo
0.84,0.56,6,214,5,0,0,0,vendas,baixo
0.83,0.69,5,207,4,0,0,0,suporte,baixo
0.89,0.63,4,144,5,0,0,0,vendas,baixo
0.72,0.57,3,147,5,0,0,0,marketing,baixo
0.09,0.82,7,157,3,1,1,0,administrativo,medio
0.23,0.75,4,293,5,0,1,0,financeiro,baixo
0.71,0.66,3,253,7,0,0,0,tecnico,baixo
0.67,0.65,3,187,4,0,0,0,tecnico,baixo
0.91,0.75,3,175,4,0,0,0,vendas,medio
0.8,0.6,4,166,6,0,0,0,TI,baixo
0.88,0.63,4,194,3,0,0,0,suporte,medio
0.81,0.57,3,235,5,0,0,0,tecnico,medio
0.83,0.84,4,212,3,0,0,0,administrativo,medio
0.89,0.61,3,225,5,0,0,0,vendas,baixo
0.86,0.49,6,227,2,0,0,0,vendas,medio
0.77,0.66,3,264,3,0,0,0,vendas,baixo
0.82,0.71,3,205,2,0,0,0,vendas,medio
0.89,0.8,3,205,2,0,0,0,vendas,medio
0.68,0.68,3,138,7,1,0,0,suporte,medio
0.74,0.74,5,239,2,1,0,0,tecnico,alto
0.18,0.7,2,310,3,0,1,0,vendas,medio
0.75,0.57,4,189,3,0,0,0,marketing,baixo
0.63,0.58,5,235,5,1,0,0,vendas,baixo
0.81,0.75,5,211,4,0,0,0,TI,medio
0.44,0.66,2,153,5,0,0,1,tecnico,medio
0.8,0.79,4,172,6,0,0,0,suporte,medio
0.89,0.55,7,175,3,0,0,0,administrativo,medio
0.27,0.7,3,155,5,0,1,0,vendas,baixo
0.31,0.58,3,254,3,0,1,0,suporte,medio
0.74,0.66,6,210,6,0,0,0,RH,medio
0.74,0.49,5,138,4,0,0,0,suporte,baixo
0.84,0.63,4,187,6,0,0,0,vendas,baixo
0.84,0.77,4,201,2,0,0,0,tecnico,medio
0.31,0.7,7,219,5,0,1,0,TI,medio
0.78,0.74,4,236,2,0,0,0,financeiro,medio
0.85,0.55,3,208,5,0,0,0,vendas,baixo
0.86,0.73,4,250,2,1,0,0,vendas,baixo
0.92,0.75,4,186,4,0,0,0,tecnico,medio
0.82,0.79,3,230,4,0,0,0,vendas,medio
0.71,0.59,5,237,2,0,0,0,vendas,baixo
0.76,0.69,6,194,6,0,0,0,vendas,medio
0.35,0.63,2,281,5,0,1,0,vendas,medio
0.14,0.69,5,251,3,0,1,0,vendas,medio
0.79,0.6,3,213,6,0,0,0,administrativo,medio
0.77,0.7,5,149,6,0,0,0,vendas,baixo
0.62,0.6,3,148,5,0,0,0,vendas,medio
0.83,0.59,6,191,3,0,0,0,vendas,baixo
0.9,0.81,3,257,2,0,0,0,administrativo,medio
0.87,0.61,5,199,2,0,0,0,marketing,baixo
0.75,0.73,2,212,5,0,0,0,marketing,medio
0.92,0.74,3,192,3,0,0,0,vendas,medio
0.81,0.52,5,198,7,0,0,0,RH,medio
0.74,0.69,6,208,3,1,0,0,tecnico,medio
0.17,0.55,2,180,3,0,1,0,vendas,baixo
0.33,0.81,5,212,6,0,1,0,suporte,medio
0.88,0.57,3,180,6,0,0,0,RH,baixo
0.16,0.58,4,243,5,0,1,0,marketing,baixo
0.48,0.59,2,111,3,1,0,0,financeiro,alto
0.35,0.62,2,249,4,0,1,0,administrativo,medio
0.11,0.5,3,250,10,0,1,0,vendas,medio
0.73,0.71,7,177,5,0,0,0,tecnico,medio
0.82,0.59,6,180,3,0,0,0,vendas,medio
0.74,0.51,3,174,8,0,0,0,financeiro,medio
0.83,0.67,4,295,5,0,0,0,vendas,medio
0.7,0.73,4,265,8,1,0,0,financeiro,alto
0.82,0.54,5,163,3,0,0,0,tecnico,baixo
0.78,0.52,3,229,5,0,0,0,tecnico,medio
0.1,0.62,4,310,7,0,1,0,vendas,medio
0.21,0.62,4,240,3,0,1,0,tecnico,baixo
0.72,0.46,3,246,5,0,0,0,financeiro,baixo
0.73,0.64,5,149,2,0,0,0,vendas,alto
0.71,0.59,4,197,2,0,0,0,tecnico,baixo
0.62,0.53,3,226,4,1,0,0,vendas,baixo
0.11,0.55,3,307,3,0,1,0,tecnico,baixo
0.69,0.62,4,201,2,0,0,0,vendas,baixo
0.89,0.77,3,217,4,0,0,0,vendas,medio
0.89,0.68,2,199,6,1,0,1,financeiro,baixo
0.48,0.48,3,155,6,1,0,0,tecnico,baixo
0.74,0.62,4,233,6,0,0,0,vendas,medio
0.27,0.61,5,217,3,0,1,0,suporte,baixo
0.79,0.44,3,187,7,0,0,0,vendas,medio
0.73,0.57,4,219,3,1,0,0,vendas,medio
0.7,0.8,4,246,2,0,0,0,suporte,medio
0.2,0.63,5,196,7,0,1,0,vendas,medio
0.46,0.71,5,262,5,0,1,0,TI,baixo
0.92,0.72,2,196,5,0,0,0,suporte,baixo
0.89,0.58,4,203,2,0,0,0,marketing,baixo
0.84,0.57,4,197,3,1,0,0,administrativo,baixo
0.77,0.59,6,216,10,0,0,1,vendas,medio
0.09,0.74,7,259,4,0,1,0,tecnico,baixo
0.76,0.68,3,167,3,0,0,0,tecnico,medio
0.64,0.62,6,200,5,0,0,0,vendas,baixo
0.76,0.73,3,170,7,0,0,0,RH,baixo
0.83,0.61,5,117,2,0,0,0,marketing,baixo
0.82,0.72,3,201,4,0,0,0,suporte,baixo
0.64,0.5,4,234,5,0,0,0,suporte,medio
0.63,0.73,4,131,5,1,0,0,vendas,medio
0.81,0.64,3,258,5,0,0,0,suporte,medio
0.86,0.52,3,196,8,0,0,0,marketing,medio
0.93,0.64,6,138,4,1,0,0,suporte,medio
0.87,0.57,4,232,7,0,0,0,vendas,medio
0.84,0.6,4,181,2,1,0,0,TI,baixo
0.63,0.58,4,152,2,0,0,0,tecnico,baixo
0.52,0.67,4,209,4,0,0,0,suporte,medio
0.7,0.67,3,232,5,1,0,0,suporte,baixo
0.63,0.66,6,226,8,0,0,0,tecnico,baixo
0.89,0.59,5,224,6,0,0,1,produto,baixo
0.1,0.6,4,236,3,0,1,0,financeiro,baixo
0.67,0.62,3,196,6,0,0,0,vendas,medio
0.73,0.6,3,197,2,0,0,0,administrativo,baixo
0.87,0.66,4,238,3,0,0,0,suporte,baixo
0.86,0.64,4,146,4,0,0,0,produto,baixo
0.64,0.66,4,195,4,0,0,0,RH,medio
0.79,0.5,3,193,3,0,0,0,suporte,medio
0.9,0.78,7,215,3,0,0,0,RH,baixo
0.85,0.6,4,212,10,1,0,0,vendas,medio
0.78,0.58,5,244,2,0,0,0,vendas,baixo
0.13,0.77,2,241,3,0,1,0,TI,medio
0.6,0.62,5,205,5,0,0,0,financeiro,medio
0.82,0.65,4,219,5,0,0,0,financeiro,alto
0.46,0.71,4,185,4,0,0,0,TI,baixo
0.74,0.68,3,201,4,0,0,0,suporte,baixo
0.67,0.62,3,178,7,0,0,0,tecnico,baixo
0.7,0.62,3,215,5,1,0,0,gerenciamento,baixo
0.71,0.56,4,200,5,1,0,0,tecnico,baixo
0.12,0.61,3,281,3,0,1,0,produto,baixo
0.22,0.79,4,201,10,0,1,0,suporte,baixo
0.59,0.7,4,161,6,0,0,0,TI,medio
0.79,0.57,2,235,6,0,0,0,tecnico,baixo
0.92,0.66,4,159,6,0,0,0,gerenciamento,alto
0.85,0.51,7,244,6,0,0,0,suporte,medio
0.9,0.56,4,191,2,0,0,0,administrativo,medio
0.34,0.66,2,264,3,0,1,0,vendas,alto
0.49,0.68,5,185,8,0,0,0,suporte,medio
0.27,0.51,2,285,5,0,1,0,produto,medio
0.75,0.67,3,206,4,0,0,0,produto,baixo
0.77,0.59,3,237,2,0,0,0,financeiro,medio
0.67,0.56,4,194,7,0,0,0,vendas,alto
0.43,0.73,4,249,7,0,1,0,vendas,baixo
0.65,0.62,4,151,4,0,0,0,suporte,baixo
